patient_id,first_name,last_name,gender,date_of_birth,ssn,address,city,state,postal_code,phone_number,email,blood_type,height,weight,bmi,temperature,heart_rate,blood_pressure,cholesterol,glucose,allergies,medications,diagnosis,family_history,last_visit_date,insurance_provider,insurance_policy_number,primary_care_physician,emergency_contact_name,emergency_contact_phone,emergency_contact_relationship,smoking_status,alcohol_consumption
76,Oralla,McIlwrick,Female,10/16/2018,721-51-2880,22 Warrior Center,Sitularang Landeuh,,,427-353-1670,omcilwrick23@elegantthemes.com,AB-,87.28,239.68,314.631586995003700807,38.99,144,130,144,78,Pet dander,Paracetamol,Asthma,Alzheimer's,4/17/2020,Aetna,3267097268,Oralla McIlwrick,Oralla McIlwrick,649-995-9976,Parent,false,true
77,Vallie,Puncher,Female,10/28/1985,880-37-4413,02674 Brown Hill,Dos Quebradas,,661008,576-492-5520,vpuncher24@wikimedia.org,B-,76.76,332.79,564.807344671276321017,37.08,63,151,149,96,Pollen,Paracetamol,Hypertension,Alzheimer's,1/12/2021,Aetna,9554533821,Vallie Puncher,Vallie Puncher,203-939-8491,Spouse,true,false
78,Farlee,Nulty,Polygender,7/21/1994,849-41-6129,41167 Bultman Place,São Marcos da Serra,Faro,8375-254,916-426-7881,fnulty25@ocn.ne.jp,A-,77.79,300.45,496.50618783540505064,40.26,179,162,142,253,Pet dander,Aspirin,Diabetes,Heart disease,10/8/2020,Aetna,3023640241,Farlee Nulty,Farlee Nulty,611-373-5971,Spouse,true,false
79,Annabela,Sipson,Female,6/12/1954,334-97-3236,50 Petterle Junction,Pasanggrahan,,,684-934-7717,asipson26@army.mil,O+,73.73,389.06,715.695216705304262537,39.74,148,127,179,139,Pollen,Paracetamol,Diabetes,Alzheimer's,11/28/2021,Aetna,2822931650,Annabela Sipson,Annabela Sipson,273-249-9988,Parent,true,true
80,Roana,Hadwick,Female,6/21/1959,761-56-8765,8 Carpenter Hill,San Francisco,,253608,512-213-1341,rhadwick27@artisteer.com,B-,63.97,370.73,905.951669691189317605,37.61,77,77,295,172,Food,Aspirin,Asthma,Cancer,1/31/2021,Aetna,5678020858,Roana Hadwick,Roana Hadwick,290-135-6727,Spouse,true,false
81,Lyman,Prince,Male,9/18/1981,199-38-6415,5800 Londonderry Lane,Baranovichi,,,119-866-7891,lprince28@wikimedia.org,B-,59.25,359.07,1022.827538321850130855,41.34,112,130,162,295,Pet dander,Ibuprofen,Asthma,Heart disease,11/17/2020,Blue Cross Blue Shield,3731552162,Lyman Prince,Lyman Prince,384-482-6182,Sibling,false,true
82,Nesta,Shemming,Female,1/8/1962,457-12-8249,56 North Place,Palmito,,706037,210-101-2335,nshemming29@opensource.org,O+,71.48,247.95,485.282940994291608643,39.45,46,100,288,236,Pollen,Aspirin,Diabetes,Heart disease,12/15/2020,Blue Cross Blue Shield,6321074839,Nesta Shemming,Nesta Shemming,857-802-5983,Sibling,true,false
83,Abeu,Stock,Male,9/3/1955,692-30-5768,3265 Morning Pass,Fangcun,,,374-316-9653,astock2a@twitter.com,O-,58.89,345.69,996.790081614296476668,37.4,84,155,190,131,Pollen,Ibuprofen,Diabetes,Cancer,1/10/2021,Blue Cross Blue Shield,7751017618,Abeu Stock,Abeu Stock,682-360-4806,Spouse,true,false
84,Eliza,Jeannequin,Female,7/14/2002,274-71-8112,1862 Alpine Place,Jönköping,Jönköping,550 11,903-229-9175,ejeannequin2b@t.co,B-,58.3,413.67,1217.073809390712850372,41.34,191,134,279,296,Pet dander,Ibuprofen,Diabetes,Heart disease,10/5/2021,Cigna,5196734899,Eliza Jeannequin,Eliza Jeannequin,491-872-4999,Sibling,false,false
85,Dorena,Horsley,Agender,10/29/1970,372-94-8960,10759 Blue Bill Park Lane,Sauri,,,639-814-6335,dhorsley2c@google.fr,O-,56.95,90.9,280.269879235748130185,35.88,151,92,108,218,Pet dander,Paracetamol,Hypertension,Alzheimer's,7/15/2020,Aetna,2072078623,Dorena Horsley,Dorena Horsley,725-722-4963,Parent,true,false
86,Pru,Breslau,Female,9/19/1998,101-98-6797,1070 Steensland Alley,Staromyshastovskaya,,353220,914-426-9899,pbreslau2d@berkeley.edu,O-,64.5,445.91,1071.834625322997416021,39.5,124,179,252,164,Pet dander,Aspirin,Asthma,Heart disease,6/26/2020,Cigna,3646198664,Pru Breslau,Pru Breslau,950-756-2533,Sibling,false,false
87,Lindie,Ghilardini,Female,4/3/1956,406-71-8428,52279 Melvin Way,Skoghall,Värmland,663 30,253-932-3804,lghilardini2e@booking.com,A+,69.24,372.18,776.316672123285545367,36.69,156,121,102,84,Food,Ibuprofen,Asthma,Alzheimer's,4/16/2020,Blue Cross Blue Shield,8343397023,Lindie Ghilardini,Lindie Ghilardini,659-429-7843,Spouse,false,false
88,Monti,Beddin,Male,12/17/2007,447-34-9159,7 Vernon Center,Buchou,,,642-629-2931,mbeddin2f@privacy.gov.au,O-,52.62,316.22,1142.056649650304290813,37.43,134,82,215,144,Pet dander,Paracetamol,Diabetes,Heart disease,11/19/2020,Cigna,2853368147,Monti Beddin,Monti Beddin,174-531-8427,Spouse,false,false
89,Banky,Hewkin,Male,4/9/1964,260-83-1477,545 Marcy Avenue,Cikai,,,944-139-0447,bhewkin2g@unicef.org,A-,76.91,69.26,117.089206946483723713,39.56,150,170,222,279,Pet dander,Ibuprofen,Hypertension,Cancer,5/28/2020,Blue Cross Blue Shield,9574984412,Banky Hewkin,Banky Hewkin,538-212-8052,Sibling,false,false
90,Roberta,Medwell,Female,1/6/1971,564-99-1209,544 Dottie Junction,Oefatu,,,922-488-0233,rmedwell2h@google.de,B+,71.2,145.11,286.244634515843959096,40.34,87,165,206,252,Food,Aspirin,Diabetes,Alzheimer's,9/9/2020,Blue Cross Blue Shield,3907855339,Roberta Medwell,Roberta Medwell,997-843-7167,Sibling,true,false
91,Stoddard,Skurm,Female,10/7/2022,788-23-6778,5 Pennsylvania Terrace,Aoji-ri,,,789-444-7220,sskurm2i@csmonitor.com,O+,84.42,231.07,324.22975543195339735,39.98,115,195,182,189,Dust,Aspirin,Asthma,Cancer,11/14/2020,Blue Cross Blue Shield,9351219326,Stoddard Skurm,Stoddard Skurm,512-713-2174,Parent,true,true
92,Gerick,Kemery,Male,1/3/1965,877-10-4481,865 Kennedy Plaza,Santiago de Cao,,,213-537-0882,gkemery2j@netscape.com,O+,85.04,481.8,666.224029154782122341,35.52,92,144,100,205,Food,Ibuprofen,Diabetes,Alzheimer's,9/28/2020,Aetna,2372981308,Gerick Kemery,Gerick Kemery,189-340-9534,Parent,true,true
93,Elsy,Happer,Female,11/16/1961,801-41-3512,2767 Kinsman Park,Kosmach,,,551-703-0157,ehapper2k@walmart.com,O-,73.4,384.34,713.384166487240977363,36.51,198,136,159,252,Pollen,Paracetamol,Diabetes,Cancer,3/6/2021,Cigna,5274985826,Elsy Happer,Elsy Happer,598-451-7004,Spouse,true,true
94,Ainsley,Celloni,Female,6/23/1992,667-30-3767,05642 American Ash Street,Bouaké,,,586-336-3995,acelloni2l@bing.com,A-,82.9,425.05,618.487546581184766334,41.87,87,87,261,287,Pollen,Ibuprofen,Diabetes,Cancer,3/6/2021,Blue Cross Blue Shield,8502374785,Ainsley Celloni,Ainsley Celloni,175-356-4404,Sibling,false,false
95,Culver,Imesson,Male,9/30/1968,236-23-1163,253 Towne Terrace,Pinglin,,,859-103-9328,cimesson2m@cnet.com,AB+,66.31,216.75,492.947933486074795132,39.81,177,195,104,76,Food,Ibuprofen,Diabetes,Cancer,3/2/2020,Blue Cross Blue Shield,9976271503,Culver Imesson,Culver Imesson,275-642-1406,Sibling,true,false
96,Bibbie,Stoade,Female,4/6/2004,682-96-6186,4 Montana Park,Dawan,,,829-190-1096,bstoade2n@is.gd,B+,86.34,222.83,298.916281924132812785,36.5,158,197,239,148,Pollen,Paracetamol,Asthma,Alzheimer's,6/29/2020,Cigna,8497645785,Bibbie Stoade,Bibbie Stoade,451-652-8288,Sibling,true,true
97,Fan,Reame,Female,2/13/1977,848-65-0923,74403 Rockefeller Terrace,Fare,,,709-818-5490,freame2o@bloomberg.com,AB+,75.6,478.09,836.500237955264410291,38.22,121,65,137,85,Dust,Ibuprofen,Diabetes,Heart disease,5/24/2021,Blue Cross Blue Shield,8352399324,Fan Reame,Fan Reame,601-620-0014,Parent,false,false
98,Lenora,Puig,Female,7/15/2015,613-72-9050,1581 Buena Vista Lane,Setono,,,630-780-7790,lpuig2p@usnews.com,AB+,83.2,291.52,421.135355029585798817,35.94,102,94,246,132,Dust,Ibuprofen,Hypertension,Cancer,12/22/2020,Cigna,4172115382,Lenora Puig,Lenora Puig,448-715-3389,Spouse,true,true
99,Bradney,Bettenay,Male,7/19/2017,571-37-6113,43415 Reinke Terrace,Tengjia,,,828-557-8367,bbettenay2q@drupal.org,B+,52.02,223.58,826.213441404032193574,35.93,121,146,135,259,Pet dander,Paracetamol,Diabetes,Heart disease,8/3/2021,Aetna,8145341934,Bradney Bettenay,Bradney Bettenay,104-431-2979,Sibling,true,false
100,Julita,Birchenough,Female,5/13/1956,390-89-7809,6856 Division Drive,Balkh,,,240-473-8969,jbirchenough2r@goo.ne.jp,B-,59.32,65.53,186.224957247546820813,36.88,112,111,285,84,Food,Aspirin,Hypertension,Heart disease,9/16/2021,Cigna,8162970914,Julita Birchenough,Julita Birchenough,824-336-7261,Spouse,true,false
101,Raye,Kann,Non-binary,1/5/2020,130-91-6400,69 Thackeray Way,Phú Túc,,,839-742-1529,rkann2s@cbslocal.com,AB+,69.59,332.56,686.714691128819486525,38.59,152,120,112,108,Pollen,Aspirin,Hypertension,Heart disease,8/13/2021,Cigna,5490763108,Raye Kann,Raye Kann,496-270-5980,Spouse,true,true
102,Tobiah,Finlow,Agender,7/24/2010,839-29-6849,12 Mayer Road,Liqiao,,,302-429-1802,tfinlow2t@icio.us,AB+,53.26,395.09,1392.815891659518507117,38.95,110,117,190,129,Dust,Ibuprofen,Diabetes,Heart disease,3/31/2021,Cigna,5473108883,Tobiah Finlow,Tobiah Finlow,403-437-1664,Parent,false,true
103,Harbert,Waddam,Male,3/8/1990,146-82-4037,009 Melody Crossing,Sucre,,,113-770-4945,hwaddam2u@cnn.com,A-,87.56,159.63,208.210682550173518032,37.7,175,88,128,200,Dust,Paracetamol,Diabetes,Alzheimer's,6/7/2021,Aetna,6714641936,Harbert Waddam,Harbert Waddam,420-902-1070,Spouse,true,true
104,Ellerey,Maides,Male,10/3/1998,717-46-6466,58635 Gina Circle,Ambohitseheno,,,875-824-9290,emaides2v@google.com.br,O-,58.89,472.6,1362.732484511893647121,40.5,141,84,261,192,Dust,Ibuprofen,Diabetes,Cancer,4/28/2020,Blue Cross Blue Shield,1060249909,Ellerey Maides,Ellerey Maides,718-220-8255,Spouse,true,false
105,Gleda,Picopp,Female,10/14/1974,724-81-4563,9 Del Mar Place,San Fernando de Atabapo,,,745-595-8425,gpicopp2w@baidu.com,B-,67.12,496.47,1102.019083107337329047,37.7,178,60,273,189,Pet dander,Paracetamol,Diabetes,Cancer,4/23/2021,Aetna,2158088506,Gleda Picopp,Gleda Picopp,906-427-6050,Sibling,false,true
106,Chance,Kornacki,Male,3/2/1952,253-29-8493,56018 Grayhawk Junction,Canaries,,,299-494-4881,ckornacki2x@gravatar.com,AB-,54.8,348.59,1160.790399062283552667,39.32,40,97,124,266,Pet dander,Ibuprofen,Hypertension,Cancer,2/4/2020,Cigna,1083365703,Chance Kornacki,Chance Kornacki,253-600-0960,Sibling,true,true
107,Jonis,Ubsdall,Female,9/4/1998,609-46-3085,12559 American Ash Point,Zhongtai,,,553-157-5362,jubsdall2y@youtube.com,AB-,85.68,121.16,165.044231200105314457,38.39,63,107,189,183,Pollen,Ibuprofen,Asthma,Heart disease,7/9/2020,Aetna,1588251445,Jonis Ubsdall,Jonis Ubsdall,886-675-1053,Sibling,true,false
108,Mead,Dansken,Male,12/25/1968,482-38-8268,07 Schmedeman Street,Shikou,,,241-855-7036,mdansken2z@infoseek.co.jp,AB+,89.88,244.74,302.955490869594409517,37.61,85,66,257,173,Pet dander,Aspirin,Hypertension,Heart disease,11/17/2021,Blue Cross Blue Shield,6071937993,Mead Dansken,Mead Dansken,461-842-2556,Parent,true,true
109,Nanny,Ebbutt,Female,1/20/1959,718-51-6808,18 Wayridge Alley,La Estancia,,,181-584-4280,nebbutt30@irs.gov,AB+,68.87,453.07,955.223812626778199611,37.42,141,97,213,88,Dust,Paracetamol,Hypertension,Cancer,2/28/2021,Cigna,5805266097,Nanny Ebbutt,Nanny Ebbutt,844-704-0912,Spouse,false,false
110,Maurie,Glandfield,Male,2/17/1984,409-50-6403,7468 Ryan Street,Lalauigan,,2900,371-541-1657,mglandfield31@theglobeandmail.com,AB-,81.72,103.74,155.342227282299862789,38.7,70,76,250,134,Dust,Ibuprofen,Asthma,Heart disease,12/30/2021,Blue Cross Blue Shield,2535765553,Maurie Glandfield,Maurie Glandfield,260-558-6120,Sibling,true,true
111,Ilaire,Mac Giolla Pheadair,Male,1/28/1991,558-32-2378,164 Pearson Court,Komga,,4950,280-589-9949,imac32@storify.com,AB-,86.43,414.09,554.326596797339232335,41.32,110,158,260,227,Food,Aspirin,Diabetes,Cancer,9/30/2021,Cigna,1008716242,Ilaire Mac Giolla Pheadair,Ilaire Mac Giolla Pheadair,603-819-4252,Spouse,false,true
112,Englebert,Lunge,Male,11/18/1984,592-89-9665,92061 Anderson Hill,Le Raincy,Île-de-France,93344 CEDEX,243-195-2897,elunge33@pbs.org,O-,60.03,168.68,468.087351182535224697,37.29,87,188,174,298,Food,Paracetamol,Diabetes,Cancer,9/9/2020,Cigna,3696083010,Englebert Lunge,Englebert Lunge,588-373-0124,Spouse,true,false
113,Alexandr,Archbell,Male,9/25/2006,101-47-5976,17 Longview Alley,Xinwu,,,255-261-6335,aarchbell34@vimeo.com,B-,88.3,438.45,562.339599506982912418,39.67,166,148,226,206,Food,Ibuprofen,Hypertension,Heart disease,4/24/2020,Cigna,1079936599,Alexandr Archbell,Alexandr Archbell,663-276-9016,Parent,false,false
114,Akim,Monkton,Male,5/8/1967,622-25-6359,62 Hollow Ridge Terrace,Västanfjärd,,25830,522-519-1909,amonkton35@ifeng.com,O-,88.96,342.01,432.164666198695719683,36.15,197,64,286,264,Dust,Aspirin,Hypertension,Alzheimer's,3/31/2020,Aetna,5055425447,Akim Monkton,Akim Monkton,966-927-8697,Spouse,false,false
115,Salvador,Towson,Male,5/28/2014,899-80-4213,6 Eagle Crest Way,Shiroishi,,963-7856,164-103-4846,stowson36@kickstarter.com,B+,84.49,250.36,350.714985225101627988,39.92,152,81,152,72,Pet dander,Aspirin,Asthma,Alzheimer's,7/28/2021,Blue Cross Blue Shield,5051076578,Salvador Towson,Salvador Towson,186-403-1462,Spouse,false,false
116,Peter,Dupoy,Male,7/7/1950,298-32-5784,3 Hanson Junction,Sannikovo,,658059,497-511-3574,pdupoy37@soundcloud.com,B-,66.28,82.36,187.478443165896296286,40.48,133,167,189,131,Dust,Aspirin,Hypertension,Cancer,7/16/2021,Aetna,2139747355,Peter Dupoy,Peter Dupoy,217-814-5155,Parent,false,true
117,Kermie,Mattiuzzi,Male,3/10/1979,641-02-1250,408 Mayer Alley,Dongmazar,,,197-955-6360,kmattiuzzi38@live.com,AB-,73.33,203.37,378.201736566543783802,41.92,59,115,113,253,Dust,Aspirin,Asthma,Heart disease,2/7/2020,Blue Cross Blue Shield,5370174005,Kermie Mattiuzzi,Kermie Mattiuzzi,850-461-8789,Sibling,true,true
118,Stormi,Newham,Bigender,10/17/1974,145-66-3927,5 Mesta Pass,Valença do Piauí,,64300-000,571-333-1352,snewham39@ask.com,B-,62.63,492.83,1256.412687476247712279,41.14,77,90,253,116,Pollen,Ibuprofen,Diabetes,Heart disease,12/25/2020,Cigna,8147939678,Stormi Newham,Stormi Newham,663-472-1907,Sibling,false,true
119,Bobbie,Quantrill,Female,2/15/2014,134-45-7369,03 Daystar Place,Liwonde,,,473-582-7241,bquantrill3a@meetup.com,O+,83.59,81.95,117.284415394292958952,39.66,188,97,113,207,Food,Ibuprofen,Hypertension,Cancer,12/23/2020,Blue Cross Blue Shield,2113954462,Bobbie Quantrill,Bobbie Quantrill,448-573-5505,Parent,true,true
120,Rutger,Beville,Male,4/20/2016,596-26-5184,648 Paget Point,Palangkaraya,,,673-210-8810,rbeville3b@cdc.gov,AB+,65.89,185.98,428.378068452548836839,39.39,122,144,205,104,Pet dander,Paracetamol,Hypertension,Cancer,9/10/2021,Aetna,2180985010,Rutger Beville,Rutger Beville,609-683-4221,Parent,true,false
121,Jerrilee,Merle,Female,6/18/1965,872-48-8881,65 Reindahl Trail,Zahedan,,,710-373-9074,jmerle3c@stumbleupon.com,B+,57.86,206.15,615.781277835613790107,39.79,59,95,100,86,Dust,Aspirin,Diabetes,Alzheimer's,10/1/2020,Aetna,4262558567,Jerrilee Merle,Jerrilee Merle,475-787-5423,Parent,false,false
122,Frederic,Hixson,Male,8/6/1965,127-71-4828,431 Warner Plaza,Rogów,,95-063,915-330-9535,fhixson3d@pinterest.com,B+,61.4,248.37,658.813356109879149911,35.55,90,109,207,132,Food,Paracetamol,Hypertension,Alzheimer's,8/7/2021,Aetna,9725687773,Frederic Hixson,Frederic Hixson,406-447-6084,Sibling,true,true
123,Ursola,Laurant,Female,7/16/1983,158-18-7500,39123 Mariners Cove Circle,Louisville,Kentucky,40266,502-860-7824,ulaurant3e@discuz.net,AB-,55.82,111.17,356.786112293943744295,39.21,145,126,250,175,Dust,Ibuprofen,Diabetes,Cancer,1/16/2021,Blue Cross Blue Shield,9660660740,Ursola Laurant,Ursola Laurant,355-303-9488,Spouse,true,true
124,Ashlee,Wombwell,Non-binary,7/12/2009,158-18-5956,058 Kim Parkway,Payxambabazar,,,528-402-2534,awombwell3f@surveymonkey.com,AB-,69.92,425.8,870.969241081013148731,36.02,87,103,185,199,Food,Aspirin,Hypertension,Alzheimer's,8/22/2020,Aetna,3571575215,Ashlee Wombwell,Ashlee Wombwell,430-141-7891,Spouse,true,false
125,Hyman,Peeke,Male,4/28/1974,657-76-3608,54928 Sheridan Court,Drybin,,,363-353-7422,hpeeke3g@aol.com,A+,84.54,68.22,95.452482545292077041,35.97,95,179,270,284,Pollen,Aspirin,Diabetes,Heart disease,5/21/2021,Aetna,8492966775,Hyman Peeke,Hyman Peeke,548-553-0965,Spouse,true,false
126,Orlan,Trebbett,Male,7/9/2004,761-32-9048,64 Little Fleur Lane,Sokol,,162139,325-491-3967,otrebbett3h@techcrunch.com,A-,70.76,157.05,313.66227801778062678,36.74,169,153,170,94,Food,Paracetamol,Hypertension,Cancer,11/26/2021,Blue Cross Blue Shield,1879658280,Orlan Trebbett,Orlan Trebbett,926-261-9047,Sibling,true,true
127,Syman,Andrini,Male,11/14/1966,295-42-5053,80 Jana Park,Houston,Texas,77045,713-976-2132,sandrini3i@is.gd,A+,83.28,272.02,392.210669006838728371,35.41,95,179,218,70,Food,Aspirin,Asthma,Alzheimer's,8/16/2020,Blue Cross Blue Shield,7251122758,Syman Andrini,Syman Andrini,443-646-1648,Parent,true,false
128,Cathi,Woodier,Genderfluid,7/29/1978,420-40-6561,21 Debs Way,Kota Kinabalu,Sabah,88610,623-357-5942,cwoodier3j@usnews.com,AB-,70.23,490.88,995.244992404992047346,40.35,182,194,218,94,Pet dander,Paracetamol,Asthma,Cancer,5/23/2020,Aetna,6682305215,Cathi Woodier,Cathi Woodier,551-622-8751,Sibling,false,false
129,Barbi,Maddick,Female,1/5/2000,605-24-4542,41 Homewood Alley,Notranje Gorice,,1357,699-926-9802,bmaddick3k@blogtalkradio.com,B-,88.23,58.59,75.264631484825505715,40.87,81,130,193,109,Pollen,Paracetamol,Asthma,Cancer,8/12/2020,Blue Cross Blue Shield,7880220628,Barbi Maddick,Barbi Maddick,129-218-4381,Sibling,false,false
130,Candis,Holdin,Female,10/5/1992,654-40-3109,4 Dexter Parkway,Quito,,,693-577-9991,choldin3l@photobucket.com,B-,53.06,250.46,889.618662399414413115,37.74,52,96,110,187,Food,Aspirin,Diabetes,Heart disease,5/20/2020,Aetna,3701635452,Candis Holdin,Candis Holdin,465-717-2319,Parent,false,true
131,Evangelia,Yates,Female,5/29/1954,287-09-0591,9587 Hermina Lane,Hengshanqiao,,,569-339-6471,eyates3m@icq.com,A-,82.15,480.71,712.308326625174248523,35.39,149,168,132,281,Pollen,Aspirin,Hypertension,Alzheimer's,7/8/2020,Cigna,5806650998,Evangelia Yates,Evangelia Yates,526-250-7432,Spouse,true,false
132,Annemarie,Tiley,Female,11/10/1950,329-42-5396,1 Fieldstone Road,Vesoul,Franche-Comté,70004 CEDEX,784-934-5901,atiley3n@lycos.com,B-,61.58,387.9,1022.917033438284954992,41.06,157,92,211,92,Food,Paracetamol,Diabetes,Alzheimer's,7/16/2020,Aetna,8570020415,Annemarie Tiley,Annemarie Tiley,104-480-6535,Sibling,true,false
133,Shirlene,Sennett,Female,10/24/1998,144-45-6278,70 Linden Way,Prosperous,,R14,464-207-1354,ssennett3o@mapquest.com,A-,71.5,492.77,963.900435229106557778,40.0,61,170,238,193,Pollen,Aspirin,Hypertension,Cancer,11/27/2020,Aetna,8216781019,Shirlene Sennett,Shirlene Sennett,496-762-1113,Sibling,true,true
134,Ariana,Breede,Female,5/12/1951,820-88-2653,7850 International Court,Głuchów,,96-130,342-296-7295,abreede3p@si.edu,O+,80.58,264.69,407.645833529694524822,36.96,196,105,224,271,Food,Paracetamol,Diabetes,Alzheimer's,5/9/2021,Blue Cross Blue Shield,6114235878,Ariana Breede,Ariana Breede,844-139-4215,Spouse,false,false
135,Hatty,Lambell,Female,7/20/1950,580-14-6153,45761 Merrick Junction,Pengulu,,,979-931-6788,hlambell3q@patch.com,AB+,74.97,116.84,207.881827756668449248,41.76,109,186,276,153,Food,Paracetamol,Asthma,Cancer,4/1/2020,Cigna,4021291350,Hatty Lambell,Hatty Lambell,567-731-6490,Spouse,false,false
136,Sophia,Quarles,Bigender,6/3/1970,240-83-1317,5 Clyde Gallagher Center,Tuchkovo,,143142,529-817-5110,squarles3r@utexas.edu,A-,75.66,477.47,834.090962609484155958,40.93,71,143,207,196,Food,Paracetamol,Diabetes,Cancer,4/1/2020,Cigna,4953110054,Sophia Quarles,Sophia Quarles,130-313-6254,Parent,true,true
137,Leopold,Varlow,Male,8/27/1976,874-67-4746,607 Glacier Hill Alley,Bayanbulag,,,878-979-3675,lvarlow3s@cnet.com,O+,86.33,420.55,564.27934751408279837,37.62,189,118,120,275,Dust,Paracetamol,Asthma,Heart disease,4/14/2021,Cigna,1366119799,Leopold Varlow,Leopold Varlow,488-175-5768,Spouse,false,true
138,Griffy,Mayoral,Male,8/19/1991,552-66-1489,488 Macpherson Center,Dushi,,,554-796-6523,gmayoral3t@elegantthemes.com,A-,74.33,210.44,380.890400633388663558,35.14,167,156,119,212,Pet dander,Aspirin,Diabetes,Alzheimer's,11/5/2021,Aetna,9679069702,Griffy Mayoral,Griffy Mayoral,817-619-4817,Parent,false,true
139,Barbabra,Moyser,Female,1/26/2022,311-57-8177,37 Ridgeway Court,Ulyanovsk,,432980,295-967-2581,bmoyser3u@eepurl.com,A-,75.24,265.19,468.446037362347275887,39.6,87,74,126,84,Dust,Ibuprofen,Diabetes,Heart disease,4/19/2021,Aetna,1684780859,Barbabra Moyser,Barbabra Moyser,772-371-9291,Spouse,false,true
140,Lindsy,Waggitt,Female,11/3/1950,791-83-8411,67 Village Green Alley,Sengkerang Tiga,,,914-209-5840,lwaggitt3v@chron.com,AB+,68.02,349.18,754.703050566876701691,41.3,106,159,100,238,Pollen,Ibuprofen,Hypertension,Alzheimer's,8/14/2020,Cigna,2129630925,Lindsy Waggitt,Lindsy Waggitt,233-246-4564,Spouse,false,false
141,Rickie,Addicote,Male,9/5/1997,238-77-8495,69864 Anthes Way,Santa Cruz,,,153-918-9317,raddicote3w@cnbc.com,AB+,87.33,118.9,155.903165855701405655,36.31,157,65,239,199,Pollen,Aspirin,Asthma,Alzheimer's,12/27/2021,Blue Cross Blue Shield,1332157186,Rickie Addicote,Rickie Addicote,441-409-0225,Sibling,true,false
142,Sharlene,Boteman,Female,7/6/1971,310-59-8469,3 Hallows Hill,Xiabeisi,,,972-313-6953,sboteman3x@furl.net,AB+,85.26,250.82,345.041638032420212457,39.45,100,144,103,202,Pollen,Ibuprofen,Diabetes,Heart disease,9/8/2020,Aetna,7034856718,Sharlene Boteman,Sharlene Boteman,738-490-6846,Parent,true,false
143,Danita,Grishanin,Female,5/11/2013,553-50-2768,87364 Mallard Drive,Langchuan,,,438-763-0747,dgrishanin3y@stanford.edu,B+,89.92,72.01,89.059492186015881258,38.18,52,117,177,287,Dust,Ibuprofen,Asthma,Cancer,10/4/2020,Aetna,1875631978,Danita Grishanin,Danita Grishanin,341-523-8478,Spouse,true,true
144,Ruthanne,Cotilard,Female,7/9/1980,256-66-7070,960 7th Parkway,Fengpo,,,649-905-5582,rcotilard3z@domainmarket.com,AB+,57.19,486.78,1488.307030420833045296,41.1,170,64,190,285,Pollen,Aspirin,Hypertension,Cancer,8/14/2021,Cigna,7344240941,Ruthanne Cotilard,Ruthanne Cotilard,715-609-1701,Sibling,true,false
145,Clayborn,Youde,Male,12/26/2021,270-98-9530,7876 Bluejay Lane,Kula,,3818,960-264-3262,cyoude40@redcross.org,A+,65.18,423.42,996.64996434920324965,37.97,196,163,132,239,Pollen,Paracetamol,Diabetes,Heart disease,12/4/2021,Aetna,4676133508,Clayborn Youde,Clayborn Youde,251-616-1406,Sibling,false,true
146,Allix,Heyns,Female,5/6/1973,187-22-8237,3570 Kim Park,Kupiskis,,40001,985-229-5869,aheyns41@reverbnation.com,AB+,80.58,269.34,414.807241689855768316,38.63,168,116,180,188,Food,Aspirin,Asthma,Alzheimer's,5/1/2020,Aetna,7768990035,Allix Heyns,Allix Heyns,280-775-3592,Sibling,false,true
147,Liliane,Lascell,Female,6/21/2001,481-12-3392,2947 Sauthoff Junction,Strážnice,,696 62,937-607-1821,llascell42@yale.edu,AB-,54.99,497.06,1643.771234373781065056,39.25,132,153,129,286,Pet dander,Aspirin,Asthma,Alzheimer's,8/16/2020,Blue Cross Blue Shield,4466423947,Liliane Lascell,Liliane Lascell,293-169-1338,Spouse,true,false
148,Rube,Henkens,Male,4/5/1992,422-29-9327,28001 Haas Circle,Maronge,,,380-720-0223,rhenkens43@samsung.com,A-,77.36,369.91,618.106271167771196111,39.58,96,145,191,124,Dust,Aspirin,Asthma,Alzheimer's,5/14/2021,Cigna,4414543089,Rube Henkens,Rube Henkens,319-229-5514,Sibling,true,true
149,Margaretta,Bew,Female,10/13/1989,138-85-7413,0453 Hudson Road,Longzhou,,,448-975-8114,mbew44@feedburner.com,AB+,56.06,272.53,867.177756262116083005,39.36,191,155,109,247,Dust,Ibuprofen,Diabetes,Cancer,11/29/2020,Blue Cross Blue Shield,1500384508,Margaretta Bew,Margaretta Bew,602-183-7866,Spouse,false,true
150,Anderson,Lymer,Male,2/1/1956,132-55-9505,19742 Debs Center,Sastöbe,,,723-943-1442,alymer45@archive.org,B+,88.46,219.58,280.607264893718113479,38.25,179,154,251,151,Dust,Aspirin,Asthma,Heart disease,8/22/2021,Blue Cross Blue Shield,2141211808,Anderson Lymer,Anderson Lymer,375-341-5778,Parent,true,true
151,Vinnie,Dunnion,Male,5/30/1995,120-15-5158,258 Old Gate Place,Qazax,,,305-527-8177,vdunnion46@t.co,O-,84.3,449.99,633.209925012207151491,38.22,59,133,172,260,Food,Paracetamol,Diabetes,Alzheimer's,5/29/2020,Cigna,3335595760,Vinnie Dunnion,Vinnie Dunnion,925-618-3071,Spouse,false,true
